Index,Name,Latitude,Longitude,Address
1,Ghana Revenue Authority  Legon Medium Taxpayer Office (MTO),5.642472400000001,-0.1779947,"Legon East Road, Accra"
2,DECARINDA ENTERPRISE,5.668640199999999,-0.1882667,"G 51, Agbogba - Ashongman Road, ESATE"
3,Kia-Start Up Consult - Ghana,5.6664328,-0.1777756,"Atomic Junction Roundabout, Madina"
4,Recreational Quandrangle,5.6529336,-0.1871377,"MR37+54H, J.K.M. Hodasi Road, Accra"
5,PH Art Gallery,5.651962700000001,-0.1819567,"MR29+Q6M, Osu Road, Accra"
6,Standard Chartered - Legon Branch ATM,5.651373200000001,-0.1877666,"W.E.B. Dubois Road, Accra"
7,HFC Bank - Legon Branch ATM (University of Ghana),5.6432692,-0.1850156,"Noguchi Road, UG - Credit Union Building - University of Ghana, Legon, Accra"
8,CalBank,5.6507756,-0.1888775,"Doutor J. B. Danquah Avenue, Accra"
9,Zenith Bank - Legon Botanical Gardens ATM,5.6545409,-0.1859038,"Botanical Gardens Road, Accra"
10,Standard Chartered Bank ATM,5.6508994,-0.186466,"MR27+9C3, Doutor J. B. Danquah Avenue, Accra"
11,GCB Bank ATM,5.6509345,-0.1876015,"MR26+9XC, W.E.B. Dubois Road, Accra"
12,Republic Bank ATM,5.6492928,-0.1870143,"JRX7+P59, Accra"
13,Ecobank ATM,5.652016199999999,-0.1883856,"W.E.B. Dubois Road, Accra"
14,Fidelity Bank - Offsite ATM  Legon Campus,5.6512692,-0.1889411,"Volta Car Park, Doctor, Doutor J. B. Danquah Avenue, Accra"
15,Zenith Bank ATM,5.6517231,-0.1890479,"MR26+M9P, Volta Road, Accra"
16,GCB Bank ATM - Legon,5.651951199999999,-0.1796571,"Legon East Road, Accra"
17,Stanbic Bank ATM - UG Legon,5.6426287,-0.1857233,"Banking Square, University of Ghana, Legon, Accra"
18,ADB - MADINA ATM,5.6435111,-0.1785453,"East Legon Road, Near Hollywood Complex, Accra"
19,Barclays Bank ATM (University of Ghana),5.650927900000001,-0.1863599,"MR27+9FC, Cruise O. Brien Road, Accra"
20,GCB Bank ATM Nsawam PWD Offsite,5.650639399999999,-0.1870506,Accra
21,Absa | Atm | Legon (campus) Branch,5.6509,-0.186328,"University Of Ghana Campus, Accra"
22,Barclays ATM,5.6519352,-0.1890204,"MR26+Q9H, Volta Road, Accra"
23,GT BANK ATM,5.650775899999999,-0.1889311,"MR26+8C8, Doutor J. B. Danquah Avenue, Accra"
24,Access Bank Visa ATM,5.6471601,-0.1874448,"JRW7+V27, Accra"
25,ADB Visa ATM,5.6471361,-0.1865436,"JRW7+V94, Accra"
26,Cuppycake House,5.6411701,-0.1743096,"La-Bawaleshi Road, Accra"
27,Cake City Center Point,5.6667129,-0.1798358,"Atomic Haatso Road, Accra"
28,Adwoaz Donut,5.650639399999999,-0.1870506,"Legon Campus, Accra"
29,rehobot snacks bar,5.6582124,-0.1813455,"Blk C Wing B, Annie Jiagge Road, Accra"
30,Mancho,5.6429905,-0.1861211,"JRV7+5HR, Jubilee Drive, Accra"
31,Taffy Cakes And More,5.641664,-0.1843234,"Mbabane Avenue, Accra"
32,Adepa Bakery,5.653206099999999,-0.1762038,"Tewu roundabout, Accra"
33,GANDY BAKES,5.6533636,-0.1748488,Accra
34,Cakenics,5.6383824,-0.1854627,Accra
35,Jaesm Cakes,5.641345299999999,-0.1735302,Accra
36,SERWAA BAKES,5.6688579,-0.1903175,"Akoto-Bamfo street, Accra"
37,Republic Bank - Legon Branch (University of Ghana),5.6432658,-0.1850153,"Noguchi Road, UG - Credit Union Building - University of Ghana, Legon, Accra"
38,EcoBank,5.6565498,-0.1814821,"Annie Jiagge Road, Accra"
39,Standard Chartered Bank Legon,5.6509168,-0.1865893,"Legon Campus, Doutor J. B. Danquah Ave Near Kingdom Bookshop, Accra"
40,CalBank,5.6425693,-0.1858115,"Legon, Jubilee Drive, Legon"
41,Consolidated Bank,5.642540400000001,-0.1858898,"JRV7+2J9, Accra"
42,Ecobank Legon Main Branch,5.642598399999999,-0.184657,"JRV8+24Q, Accra"
43,Ecobank Okponglo Branch,5.6412095,-0.1750695,"La-Bawaleshi Road, Accra"
44,Standard Chatered Bank (University of Ghana Branch),5.650803,-0.1865307,"MR27+89H, Accra"
45,Barclays Bank (University of Ghana Branch),5.650909,-0.186347,"MR27+9F6, Cruise O. Brien Road, Accra"
46,Absa | Branch | Legon Campus,5.6509,-0.186328,"University Of Ghana Campus, Accra"
47,GTBank ATM - Legon Campus,5.6517147,-0.1890506,"University of Ghana, Volta Hall Car Park, Accra"
48,Cal Bank,5.6481818,-0.181888,"JRX9+76H, La Road, Accra"
49,GCB Bank - Legon Branch,5.652058,-0.1795342,"Legon East Road, Accra"
50,Absa | Branch | Legon Main,5.654039000000001,-0.179091,"Opposite Legon ECG, Accra"
51,HFC Bank,5.6432666,-0.1850156,"JRV7+8X5, Accra"
52,Prudential Bank Ltd. - University of Ghana Branch,5.6429174,-0.1858902,"JRV7+5J9, Accra"
53,Access Bank,5.64294,-0.1856987,"JRV7+5PF, Noguchie Link, Accra"
54,ADB - Legon Campus Branch,5.6431166,-0.1848166,"Near Republic Bank, Accra"
55,Stanbic Bank - Legon Branch,5.642630799999999,-0.1857272,"University of Ghana, Legon Banking Square, Accra"
56,SGL Royal Kapita Okponglo,5.6375326,-0.1769003,"JRQF+269, Accra"
57,Candy's Spot,5.6668314,-0.1865006,"Haatso-Atomic Road, Accra"
58,Iron City Pub,5.650687500000001,-0.1870625,"MR27+754, Accra"
59,Tayiba Bar and Grill,5.650401799999999,-0.1867663,Adjacent Legon Botanical Garden at Agbogba Junction
60,Legon Hall Lectures Bar,5.6504247,-0.1886189,"MR26+5H6, Doutor J. B. Danquah Avenue, Accra"
61,Loggia Drinking Spot,5.645357000000001,-0.1875083,"JRW6+4XX, Mensah Sarbah Crescent, Accra"
62,D4 pub,5.648136399999999,-0.1810069,"JRX9+7H5, La Road, Accra"
63,Linda's Pub,5.6479099,-0.1806927,"JRX9+5P7, Accra"
64,Tipsy Alley Gh,5.642527900000002,-0.186214,"University of Ghana Stadium, Jubilee Drive, Accra"
65,OWNERS FOOD COURT,5.65157,-0.1756774,"P. O. BOX 2976 Kwabenya, Accra"
66,UG Bar and Grill,5.639318,-0.1824144,"JRQ9+P2G, UNIVERSITY SWIMING POOLSIDE, Accra"
67,Afua s Place,5.641696500000001,-0.1766146,"JRRF+M95, Accra"
68,Nichole's Pub,5.651459,-0.172257,"MR2H+H3Q, Accra"
69,Jenny's Gardens,5.6512796,-0.1719196,"Hospital Road, Accra"
70,Tayiba Bar & Grill,5.6670147,-0.1883395,"Haatso-Atomic Road, Accra"
71,The Library Pub,5.640377300000001,-0.1762109,"JRRF+5G3, Djibouti Road, Accra"
72,Tills Yogurt,5.667824299999999,-0.1876873,"1 Agbogba - Ashongman Road, Accra"
73,Liquor & Wine,5.667023299999999,-0.1804989,"Haatso-Atomic Road, Accra"
74,Sugar's Lounge,5.6671931,-0.1939365,"276 Haatso-Atomic Road, Accra"
75,Inferno Gh,5.668703299999999,-0.1856261,"20 Kofi Annan Avenue, Accra"
76,2020 Bay  Bar & Bistro,5.646306699999999,-0.1706659,"Trinity Avenue, Accra"
77,CONNIE'S BEAUTY SALON GHANA NEW LEGON BL,5.650639399999999,-0.1870506,"New Legon Rosa Rosa Greatest, Accra"
78,Beautylounge,5.650639399999999,-0.1870506,"D/907, Accra"
79,Lorikels Beauty Studio,5.651640799999999,-0.189889,"Volta Hall, Accra"
80,Swanky Nails and Beauty Salon,5.649601800000001,-0.1889785,"JRX6+RCR, Barimah Road, Accra"
81,Unique Salon and Locks Center,5.648104600000001,-0.1810171,"Bush Canteen, Legon East Road, Accra"
82,Ultimate Glamour,5.657344399999999,-0.1822227,"Legon, Accra"
83,Mejani Beauty Lounge,5.6537812,-0.1786967,"J.J Rawlings Avenue, Accra"
84,Nailcanta,5.6585992,-0.1810274,"Block C Wing D, Annie Jiagge Road, Accra"
85,Legacy Beauty Salon,5.6631847,-0.1818022,"MR79+77G, Accra"
86,Reenie’s Femiluxe,5.6413864,-0.1779594,"Box 23, Accra"
87,Lash Dollz,5.6373164,-0.1861728,"Alexander Kwapong Hall, University of Ghana"
88,Braids & Beyond - Okponglo Branch,5.640801799999999,-0.1770573,"JRRF+85G, La-Bawaleshi Road, Accra"
89,EsthetiQ beauty studio,5.636362099999999,-0.1854477,"Alexander kwapong hall Dr Dr hilla lihman hall, Accra"
90,Bloom nail studio,5.666440099999999,-0.1821277,"MR89+H4H, Accra"
91,AJ HAIRANDMAKEOVERS_GH,5.6411985,-0.1751003,"La-Bawaleshi Road, Accra"
92,Millys ArtisticNails & Parlor,5.641200100000001,-0.175063,"JRRF+FX, La-Bawaleshi Road, Accra"
93,Jomensbeautyparlor,5.6410333,-0.1750862,"JRRF+CX7, Accra"
94,Rock of Grace Beauty Palour,5.6653027,-0.1778398,"MR8C+4VF, Accra"
95,Bomb Hairs & Beauty Salon,5.667687,-0.1911343,"MR95+3GH, Haatso"
96,Auntie Alice Hair Centre,5.641229200000001,-0.1741936000000001,"Almond Street, Accra"
97,University Of Ghana Bookshop,5.6509915,-0.1867112,Accra
98,Partners Bookshop Annex,5.649126,-0.1884507,"JRX6+MJ3, Accra"
99,University of Ghana Bookshop Annex,5.651969699999999,-0.1819988,"MR29+Q6J, Annie Jiagge Road, Accra"
100,Sando Bookshop  Accra Branch,5.6481014,-0.1810563,"University of Ghana, Accra"
101,EPP Book Global,5.6534111,-0.1790218,"MR3C+999 Legon Boundary, Accra"
102,Inquiring Minds Bookstore,5.642421999999999,-0.18587,"University of Ghana Stadium, Jubilee Drive, Accra"
103,Kingdom Books and Stationery Limited - Atomic,5.667187699999999,-0.1791404,"MR8C+R6X, Accra"
104,Legon Trotro Station,5.6495469,-0.1792049,"Legon East Road, Accra"
105,Okponglo Bus Stop,5.641684100000001,-0.178116,Accra
106,Okponglo Bus Stop,5.6397935,-0.17815,"Legon East Road, Accra"
107,Cake City Center Point,5.6667129,-0.1798358,"Atomic Haatso Road, Accra"
108,Akuafo Coffe Shop,5.649951400000001,-0.1852412,"JRX7+XWJ, Noguchie Link, Accra"
109,Rowie's Breakfast,5.657447200000001,-0.1820115,Accra
110,Hareery Coffee Shop,5.653740399999999,-0.1790946,"MR3C+F9R, Legon Boundary, Accra"
111,Chapters,5.636331200000001,-0.1879289,"JRP6+GRP, Accra"
112,Second Cup Coffee,5.652007899999999,-0.1714829,"Alied Filling Station, Tema Total Community 10, Hospital Road, Accra"
113,Like Home Local & Continental Dishes,5.640953100000001,-0.1750172,"JRRF+9XQ, La-Bawaleshi Road, Accra"
114,Cocoa Beach,5.639533900000001,-0.1760912,"JRQF+RH7, Accra"
115,Cafe Jackie Dee / Jackie Dee Salon,5.6409978,-0.1742117,"U1013, GA -379-0154, La-Bawaleshi Road, Accra"
116,vida e caffè - Haatso,5.6670169,-0.1800171,"MR8C+R6X, Accra"
117,Pinkberry Haatso - Atomic,5.667130800000001,-0.1792283,"Haatso-Atomic Road, Accra"
118,UberDrivers Rest Place (north Legon),5.6691479,-0.185525,Avenue C
119,Koko place,5.669209899999999,-0.1882036,"GM 078, 4631 Agbogba - Ashongman Road"
120,Second Cup Atomic Junction,5.6675048,-0.1783908,"MR9C+2JM, Kwabenya Bus Station, Haatso-Atomic Rd, Accra Atlantic Mall Accra, Atomic"
121,J motor,5.6363559,-0.1914484,"Kb, Accra"
122,Orkman Motors,5.6675007,-0.1914125,"Haatso-Atomic Road, Accra"
123,Jenede greenleaf investment,5.6675379,-0.1819186,"North Legon haatso, road"
124,Kwadwo Appiagyei,5.650639399999999,-0.1870506,"Shell Filling Station, Accra"
125,Fayaconsults,5.644785000000001,-0.185169,"Block B, Mensah Sarbah Crescent, Accra"
126,Runs and Errands,5.655450999999999,-0.1805842,"SHELL PETROL STATION, Accra - Aburi Road, Accra"
127,Thriftee Car Rentals  Ghana,5.660312499999999,-0.1774375,"MR6F+423, N4, ACCRA, Madina"
128,Switch Car Rentals,5.6397096,-0.1773567,"5 1st Freetown Link, Accra"
129,Addaily Car Rentals,5.6399668,-0.1754952,"JRQF+XRJ, Ouagadougou Avenue, Accra"
130,Vensa Travel Services,5.669005500000001,-0.1866342,"10 Kofi Annan Avenue, Accra"
131,Zion car Rentals,5.648971899999999,-0.1696943,"Trinity Avenue, Accra"
132,Rentnzoom,5.6534375,-0.1694375,"MR3J+96J, Accra"
133,Premium Rides Ghana LTD,5.648946700000001,-0.1692107,"Trinity Avenue, Accra"
134,AJO Autoparts & Hardware,5.6479352,-0.1883338,"Annex A, Mensah Sarbah, Accra"
135,Mirandus Enterprise,5.6511043,-0.1811844,"Osu Road, Accra"
136,Dagtech Auto Engineering Services,5.6574291,-0.1800252,"N4, Accra"
137,Toyota Ghana Company Limited  Legon Branch,5.665143200000001,-0.1942828,"7 Jasmine Street, Accra"
138,gianuario48,5.6669698,-0.1877506,"MR86+QVQ, Agbogba Junction, Off the, Haatso-Atomic Road, Accra"
139,Queens Auto hub,5.667442200000001,-0.1806223,"MR89+XQC, Mensah kanlow street, Accra"
140,MOMECH AUTO PLUS SERVICES,5.659833399999999,-0.1714525,"IPS Road, Madina"
141,Willie Dee's Car Washing Bay,5.663210400000001,-0.178437,"MR7C+7JP, Accra"
142,Okponglo Carwash,5.6408016,-0.1763144,"La-Bawaleshi Road, Accra"
143,New York Washing Bay,5.667254900000001,-0.194086,"MR84+W93, Haatso-Atomic Road, Accra"
144,2020 Bay  Bar & Bistro,5.646306699999999,-0.1706659,"Trinity Avenue, Accra"
145,Solcal Ventures Ltd.,5.641508,-0.1724074,"Blow Lounge, La Bawlashie Road 7. Before, Accra"
146,Commonwealth Hall Chapel,5.650114899999999,-0.192647,"MR24+2WX, Accra"
147,Church of Christ  University of Ghana Campus Congregation,5.649320700000001,-0.1774285,Accra
148,Gracefields Chapel  Accra,5.641613599999999,-0.1780423,"JRRC+JQW, Legon East Road, Accra"
149,Legon Seventh-day Adventist Church,5.648008900000001,-0.173775,"JRXG+6F5, Accra"
150,St. Thomas Aquinas Catholic Church,5.6547883,-0.1902376,"Volta Road, Accra"
151,APOSA LEGON CHAPTER,5.650639399999999,-0.1870506,"MR27+754, Accra"
152,TheGoodNewsChurch (Spirit Embassy) Accra,5.650639399999999,-0.1870506,"University of Ghana, Accra"
153,St. Thomas Aquinas Cath. Church Car Park,5.650639399999999,-0.1870506,"MR27+754, Accra"
154,Church of pentecost Rehoboth,5.650639399999999,-0.1870506,"New legon - Ali, Yemoah Ave, Accra"
155,Akuafo Hall Chapel,5.6502207,-0.1859056,"MR27+3JQ, Accra"
156,End Time Evangelical Mission Chapel International,5.6508895,-0.1887717,"MR26+9F5, South St, Taifa"
157,FIRST CENTURY APOSTOLIC CHURCH ( MICHEL CAMP BRANCH ),5.6544776,-0.188443,"Adjacent Michel Camp Gate, GZ-053-9281 Michel Camp"
158,National Union of Presbyterian Students - Ghana (NUPS-G UG),5.6472426,-0.1870546,"JRW7+V5W, Accra"
159,Rectory - STAP,5.654252799999999,-0.1908785,"MR35+PJ5, J.K.M. Hodasi Road, Accra"
160,STAP Car Park,5.655021199999999,-0.190238,"MR45+2W2, Accra"
161,Legon Interdenominational Church,5.6556134,-0.1904512,"MR45+6RV, Accra"
162,Christ Church,5.656059400000001,-0.1902649,"MR45+9RX, Accra"
163,Obed Amoah Duku Ministries,5.651843699999999,-0.1813129,"0S Obed Amoah Duku Ministries Box, 140 Osu Road, Accra"
164,Anglican   University of Ghana,5.656532800000002,-0.1902709,Accra
165,sean,5.6591394,-0.1818015,"MR59+M74, Adams Street, Adenta Municipality"
166,All Merch.,5.6462593,-0.1872034,"University of Ghana, Mensah Sarbah Hall"
167,Red Vine Apparel,5.6407796,-0.1769928,"okponglo, Legon, Accra"
168,Euphoria by Esi,5.650639399999999,-0.1870506,Accra
169,Fashionmallgh,5.650639399999999,-0.1870506,"MR27+754, Accra"
170,Aa's STYLE,5.650639399999999,-0.1870506,"D/907, Accra"
171,Curvy Essentials,5.650639399999999,-0.1870506,"Limann Hall, 269, Accra"
172,Double VVIP klo set,5.650639399999999,-0.1870506,"MR27+754, Accra"
173,ME Perfume Hub,5.6504108,-0.1871086,"Legon campus, Accra"
174,Tees Gallery Africa (TGA),5.6503298,-0.1876836,Accra
175,ABCAA GROUP,5.653613900000001,-0.1877021,"University of Ghana, Animal Biology Department, Accra"
176,Njoy Group,5.6500033,-0.1860327,"MR27+2H4, Accra"
177,Bluebells catalogue,5.650230899999999,-0.1884407,Accra
178,Verlas Closet,5.6498,-0.1862,"Agyei Barimah Crescent, Accra"
179,ROC that,5.6517923,-0.1893,"Legon, Accra"
180,Ahuofedua Clothing,5.648394000000001,-0.189307,"Barimma Street, Evandy Hostel, University of Ghana, Legon"
181,The Casual Dispenser Outlet,5.650863799999999,-0.1914551,"MR25+8CV, J.K.M. Hodasi Road, Accra"
182,Peak-strike perfumes,5.651169299999999,-0.1924980999999999,"Legon, Accra"
183,University Trends Ghana,5.646133799999999,-0.1874686,"Mensah Sarbah Crescent, Accra"
184,Fantastique Qowa (Clothing Brand),5.6458119,-0.1867153,"Block E, Mensah Sarbah Crescent, Accra"
185,Prestige African Wear,5.653368599999999,-0.1787476,"MR3C+8GR, Legon Boundary, Accra"
186,Benzola Supermarket and Mini Restaurant  Akuafo Hall Annex A  Legon Campus,5.6477534,-0.1856964,Accra
187,Family Mart,5.6681139,-0.188343,"MR96+6MV, Agbogba - Ashongman Road, Accra"
188,Kampala Courts,5.656577599999999,-0.1810883,"MR49+JHM, Accra"
189,Children’s Ward  University Hospital  Legon,5.652050399999999,-0.1775743,"MR2C+CRF, Accra"
190,Discount Pharmacy,5.651153400000001,-0.1690116,"Trinity Avenue, Accra"
191,FastRoi Digital Solutions LTD,5.650639399999999,-0.1870506,"Business School, Accra"
192,PKAYD GHANA TECHNOLOGIES,5.650639399999999,-0.1870506,"common wealth hall, Accra"
193,STUDENTS' PRICE,5.6515839,-0.1825932,"MR28+JXM, Legon Boundary, Accra"
194,Mensah Sarbah Hall ICT Centre,5.645249700000001,-0.1872792,"JRW7+33X, Mensah Sarbah Crescent, Accra"
195,Apple Club Gh/WorkSmart Shop,5.656687499999999,-0.1813125,Accra
196,MSYSTEMS SERVICES,5.6581898,-0.1810994,"University of Ghana, Accra"
197,QUESTFIND E-STORES LEGON,5.641424499999999,-0.1779608,"Box 23, Accra"
198,Pro iStore (Apple Premium Reseller) .. iPhone Mac iPad Repair Shop,5.640667000000001,-0.1771253,"1 La-Bawaleshi Road, Accra"
199,BUYMORE PREMIER COMPUTERS ACCRA BRANCH,5.641198,-0.1751172,"JRRF+FXC, Accra"
200,Endorsedbox,5.6412023,-0.1750012,"La-Bawaleshi Road, Accra"
201,iGaDDaFiHuB iCare (Apple Authorized Service Center),5.6410047,-0.1751763,"ecobank okponglo, La-Bawaleshi Road, Accra"
202,Class House Electronics - Atomic Branch,5.667037100000001,-0.180435,"Center Point Mall, Accra"
203,DH Electricals Limited,5.6671728,-0.1939378,"276 Haatso-Atomic Road, Accra"
204,Haggle Store,5.6414073,-0.173546,"La-Bawaleshi Road, Accra"
205,Boost Electronics,5.641340299999999,-0.1734967,"Ouagadougou Avenue, Accra"
206,Ghana Fire Service (University of Ghana Station),5.6486909,-0.1812295,"La Road, Accra"
207,James K Asomah Furniture Works,5.667200100000001,-0.1921146,"Atomic Road, Madina, Accra"
208,MODERN FLOORS®️ East Legon (Artificial Carpet Grass   Vinyl Flooring (PVC/SPC) Tiles (LVT)   Carpet Tiles & Adhesives),5.640716,-0.1770965,"Ground Floor, Asantewaa Plaza La-Bawaleshie Road, Okponglo Junction, Accra"
209,Adom Furniture & Constructions Works,5.667563500000001,-0.1903689,"Haatso-Atomic Road, Accra"
210,Phenicia Furniture - Atomic Junction,5.667136299999999,-0.1796393,"Atomic, Haatso-Atomic Road, Accra"
211,Naya loyce ventures,5.651975399999999,-0.1690055,"MR2J+Q9X, Trinity Road, Accra"
212,LEGON 1 TotalEnergies SERVICE STATION,5.6474926,-0.1789381,Legon East Road
213,LEGON 2 TotalEnergies SERVICE STATION,5.6468933,-0.1788911,Legon East Road
214,Goil Fuel Station UPSA Junction,5.660271600000002,-0.1774571,"MR6F+423, N4, Accra"
215,Goil Fuel Station Haatso - Atomic Road Main Station,5.6669317,-0.1864568,"MR87+QCF, Haatso Opposite Goil Filling Station, Accra"
216,Shell Fuel Station - Legon UG,5.657247799999999,-0.1796213,"MR4C+V5R, Legon East Road, Accra"
217,Goil Fuel Station PRESEC,5.6603927,-0.1774789,"MR6F+522, IPS Road, Accra"
218,Shell,5.6669747,-0.1864445,"MR87+QCM, Accra"
219,Shell Filling Station (Haatso),5.667444499999999,-0.1883656,"Haatso-Atomic Road, Accra"
220,Shell Filling Station KFC,5.667997799999999,-0.188627,MR96+5GX
221,Total Fuel Station,5.667082000000001,-0.1783914,"MR8C+RJQ, Atomic Junction Roundabout, Accra"
222,HERBALIFE NUTRITION - BEST INDEPENDENT DISTRIBUTOR- COACH DAN.,5.650639399999999,-0.1870506,"University of Ghana, Accra"
223,The Matrix Gym,5.653434,-0.178676,"MR3C+9GG, Accra"
224,University of Ghana Gym Center,5.639737099999999,-0.1814809,"JRQ9+VCR, New University Road, Accra"
225,HT Gym,5.666185500000001,-0.1819557,"MR89+F6F, Westland Boulevard Road, Accra"
226,Theophit Consult,5.6681139,-0.188343,"L' CHAIM EVENT CENTRE, Agbogba - Ashongman Road, Accra"
227,Joeteh Trinity Spa,5.651869199999999,-0.1705187,Accra
228,Ananda Marga Yoga Centre,5.667275099999999,-0.1931185,"Haatso-Atomic Road, Haatso"
229,Achimota & Wellness Fitness Center,5.6499266,-0.169231,"Trinity Avenue, Accra"
230,PurpleGold Hairs,5.650639399999999,-0.1870506,Accra
231,Ladies Inn,5.6496477,-0.1890336,"Barimah Road, Accra"
232,Enams Place,5.644868499999999,-0.185453,"Legon Boundary Mensah sarbah annex B, Accra"
233,Cessa Hair and Bundles,5.6564128,-0.1812168,"Pent Hall, Accra"
234,Thebraidshopgh,5.6576536,-0.1819434,"Pentagon hostel, block A, University Of Ghana, Accra"
235,Andis Barber Studio,5.6534711,-0.1790733,Bushcanteen Legon Campus
236,Andis Barbershop,5.658062999999999,-0.1813368,"Blk C Wing B, Annie Jiagge Road, Accra"
237,Fresh Cuts,5.6586376,-0.1818953,"MR59+F65, Accra"
238,skiller barbering skills,5.6415222,-0.1854886,"Jubilee Drive, Accra"
239,iPAGE GHANA,5.652455099999999,-0.1734841,"staff village( East legon) fussage circle, Accra"
240,Smile Barber Shop,5.641552000000001,-0.176835,"JRRF+M95, Accra"
241,Kabsglow Hair & Make-over  Okponglo,5.640978400000001,-0.1769358,"JRRF+96W, La-Bawaleshi Road, Accra"
242,Doppa Barbering Salon - Annex,5.640552499999999,-0.1773293,"JRRF+63F, Accra"
243,Amal's haircare,5.636806900000001,-0.1848367,"JRP8+P3F, Accra"
244,Limann barbershop,5.6368037,-0.1842888,"Limann Hall, Accra"
245,Okapi beauty hair,5.652007899999999,-0.1714829,"Dodowa, Hospital Road, Accra"
246,AJ HAIRANDMAKEOVERS_GH,5.6411985,-0.1751003,"La-Bawaleshi Road, Accra"
247,Silver Haircut  North Legon,5.667665400000001,-0.1859305,Haatso-Atomic Road
248,Locsanity Hair Salon,5.641322300000001,-0.1740713,"Okponglo, La-Bawaleshi Road, Accra"
249,Detail Barber,5.6413122,-0.1740632,"La-Bawaleshi Road, Accra"
250,James K Asomah Furniture Works,5.667200100000001,-0.1921146,"Atomic Road, Madina, Accra"
251,rheda royals,5.650639399999999,-0.1870506,"okponglo street, Accra"
252,The General Store,5.646523999999999,-0.1875711,"Legon Campus, Accra"
253,Mr. Tawiah Coconuts,5.6482724,-0.1928367,"JRX4+8V3, Kobina Richardson Hill Drive, Accra"
254,KRAFTY CAKE SUPPLIES,5.6413693,-0.1779557,FIRST EYE BUILDING (OKPONGLO BUS STOP
255,Everest International Ltd,5.641315199999998,-0.1779583,"JRRC+HR3, Accra"
256,MODERN FLOORS®️ East Legon (Artificial Carpet Grass   Vinyl Flooring (PVC/SPC) Tiles (LVT)   Carpet Tiles & Adhesives),5.640716,-0.1770965,"Ground Floor, Asantewaa Plaza La-Bawaleshie Road, Okponglo Junction, Accra"
257,Festimet Party Essentials,5.664873800000001,-0.1959918,"No 14 Jasmine Street, Haatso"
258,Porcer Ghana Limited,5.641193799999999,-0.1750087,"1 La-Bawaleshi Road, Accra"
259,Adom Furniture & Constructions Works,5.667563500000001,-0.1903689,"Haatso-Atomic Road, Accra"
260,Decorzone East Legon,5.640049800000001,-0.1750795,"Ouagadougou Avenue, Accra"
261,Phenicia Furniture - Atomic Junction,5.667136299999999,-0.1796393,"Atomic, Haatso-Atomic Road, Accra"
262,HANSEN DECOR CITY,5.6411765,-0.1732442,"JRRG+FPC, Accra"
263,D’COLLECT BEAUTY FABRICS AND MORE,5.6672988,-0.1956514,"268 Haatso-Atomic Road, Accra"
264,Naya loyce ventures,5.651975399999999,-0.1690055,"MR2J+Q9X, Trinity Road, Accra"
265,University of Ghana Teaching Hospital,5.6523215,-0.1860829,"MR27+WHF, Accra"
266,Students Medical Examination Centre,5.647056,-0.1873261,"University of Ghana, Central Cafeteria, Accra"
267,University Of Ghana Dental Unit,5.651404100000001,-0.1783679,"MR2C+HM6, Accra"
268,University Hospital - Legon,5.651067599999999,-0.1779637,"MR2C+CRF, Accra"
269,Student Clinic UG,5.650562,-0.1962244,Accra
270,Wellness Centres,5.6459098,-0.1790534,"Spintex Rd., near St. Steven tunnel, to East Legon Rd.,&nbsp, Accra"
271,Pet cousin,5.6435111,-0.1785453,"JRVC+CH4, Legon East Road, Accra"
